Attrition,Age,Avg. Satisfaction Score,Environment Satisfaction,Job Involvement,Job Satisfaction,Monthly Income,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Work Life Balance,last_evaluation,number_project,average_montly_hours,Work_accident,promotion_last_5years,Gender_Male,Education_Bachelor's Degree,Education_Doctoral Degree,Education_High School,Education_Master's Degree,Education Field_Life Sciences,Education Field_Marketing,Education Field_Medical,Education Field_Other,Education Field_Technical Degree,Job Role_Human Resources,Job Role_Laboratory Technician,Job Role_Manager,Job Role_Manufacturing Director,Job Role_Research Director,Job Role_Research Scientist,Job Role_Sales Executive,Job Role_Sales Representative,Department_R & D,Department_Sales,Work Location_Delhi,Work Location_Hydrabad,Work Location_Mumbai,Work Location_Noida,Work Location_Pune
0,-0.2106607044718917,2.6,1,4,2,-0.8662608642436216,-0.6039107501479274,3,3,3,0.2075141790343014,1.8842334171937933,-1.4378724020327052,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.8676718124782865,3.2,4,2,3,-0.4908110866307471,-0.8772324258614291,3,4,3,-0.4479857770088025,0.16384638410380828,1.4436836164666935,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
0,-0.6486681098094882,2.6,1,3,3,-0.7632087181529345,0.4893759527060795,3,4,2,-0.8055312075777686,0.16384638410380828,1.2393179413958142,0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,-0.3201625558062908,3.0,2,3,4,-0.8163283810862784,-1.1505541015749308,3,3,3,-1.9377584043794933,-1.5565406489861766,-1.2539432944689137,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1,-0.9771736638126857,2.6,3,2,3,-0.9508273676335051,-0.3305890744344257,3,2,3,0.9821959452670607,2.7444269337387857,1.5254298864950453,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.8676718124782865,2.6,2,4,1,0.738802870950297,-1.1505541015749308,3,3,3,1.3397413758360261,1.0240399006488008,1.1780082388745503,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,-0.5391662584750891,2.6,1,4,2,-0.6809794799321182,-0.8772324258614291,3,4,2,-0.567167587198458,-0.6963471324411842,0.4218552411122968,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,-1.6341847718190805,3.2,4,4,4,-0.7581092305113335,-0.6039107501479274,3,2,2,0.922605040172233,-0.6963471324411842,1.4436836164666935,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
0,1.7603726195472926,2.6,1,2,4,1.8961740869419934,0.21605427699257776,3,3,3,-0.8651221126725963,-0.6963471324411842,0.5444746461548244,0,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0.11784484953130571,3.4,4,3,4,-0.5437182709123576,-1.1505541015749308,3,3,3,-0.32880396681914714,-0.6963471324411842,0.6875306187044399,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-1.4151810691502822,2.8,1,4,3,-0.5294822012462215,0.7626976284195812,3,4,2,0.74383232488775,1.8842334171937933,-0.1299320815790774,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1,-0.10115885313749257,2.2,3,2,1,-0.6578193068931802,2.1293060069870897,4,2,3,0.922605040172233,1.0240399006488008,0.5240380786477364,0,0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,-0.3201625558062908,2.4,1,3,2,1.1667348755413154,-1.1505541015749308,3,3,3,1.2205595656463715,0.16384638410380828,-0.6612828367633636,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,-1.7436866231534796,3.4,3,3,4,-1.119960374413272,-0.3305890744344257,3,4,3,0.74383232488775,0.16384638410380828,1.1166985363532864,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,-0.3201625558062908,2.4,2,3,1,-0.7527972642179991,-1.1505541015749308,3,3,3,-1.1630766381467341,-1.5565406489861766,-0.7839022418058913,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,1.7603726195472926,3.0,3,3,3,2.6753333028482813,-1.1505541015749308,3,4,2,1.5185140911205093,1.0240399006488008,1.4028104814525175,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,-0.5391662584750891,1.8,2,1,1,-0.549030237205692,1.855984331273588,4,2,3,-1.2822584483363895,-1.5565406489861766,-0.9065216468484188,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0.5558522548689022,3.0,3,3,2,0.06843272473149725,-1.1505541015749308,3,4,3,-0.32880396681914714,1.0240399006488008,1.0349522663249349,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0.7748559575377005,2.8,1,2,4,0.7957471496148416,-0.3305890744344257,3,4,3,-0.09044034643983705,0.16384638410380828,-1.0904507544122102,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.9938596602064987,2.4,2,3,1,2.644098941043475,-0.8772324258614291,3,4,2,-1.8185765941898384,0.16384638410380828,-0.47735372919957225,0,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
0,-0.42966440714069,3.4,3,3,4,-0.8513873586222853,-1.1505541015749308,3,4,3,0.6246505146980945,1.0240399006488008,-0.3751708916641326,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0.7748559575377005,3.8,4,3,4,-0.008059589892517928,-0.6039107501479274,3,4,4,-1.699394784000183,1.8842334171937933,0.994079131310759,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,-0.7581699611438873,2.6,4,2,3,-0.9130061676249642,-0.6039107501479274,3,1,3,0.8630141350774053,0.16384638410380828,0.07443359349180194,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1,0.22734670086570485,3.6,4,3,4,-0.9385036058329693,-0.3305890744344257,3,3,4,0.32669598922395676,1.8842334171937933,1.0145156988178468,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,-1.4151810691502822,2.4,2,3,4,-0.8945205249241606,0.21605427699257776,3,1,2,0.8034232299825776,1.0240399006488008,1.259754508902902,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.6653541062033014,3.4,4,4,3,-0.8197280395140124,-0.8772324258614291,3,4,2,1.280150470741199,0.16384638410380828,0.21748956604141748,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
1,1.4318670655440953,2.4,1,2,3,-0.8116538507481441,-0.3305890744344257,3,3,3,1.6972868064049922,1.0240399006488008,0.5444746461548244,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,-0.2106607044718917,3.0,4,3,4,-0.9538020687577723,-0.6039107501479274,3,1,3,1.5781049962153368,-0.6963471324411842,1.4232470489596056,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,-0.10115885313749257,2.6,2,2,1,-0.6552695630723797,-0.3305890744344257,3,4,4,0.32669598922395676,0.16384638410380828,1.3210642114241657,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,-0.42966440714069,2.4,3,4,1,-0.23944884163016386,1.036019304133083,3,1,3,-0.745940302482941,-0.6963471324411842,0.7692768887327917,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,-0.2106607044718917,3.2,3,3,4,-0.967188223816975,-0.8772324258614291,3,3,3,-0.8651221126725963,-1.5565406489861766,-0.7634656742988033,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
0,-1.0866755151470848,3.0,4,3,1,-0.8843215496409585,-0.6039107501479274,3,4,3,1.3397413758360261,0.16384638410380828,1.4232470489596056,0,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1,-1.1961773664814839,2.0,1,1,3,-0.8945205249241606,-0.8772324258614291,3,3,2,-1.1034857330519063,-1.5565406489861766,-1.1313238894263862,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-1.0866755151470848,3.4,4,3,3,0.4723546416766441,-0.057267398720923963,3,4,3,-0.9247130177674233,1.0240399006488008,-0.4569171616924843,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,-0.7581699611438873,3.4,3,3,4,-0.5294822012462215,2.1293060069870897,4,4,3,0.44587779941361216,0.16384638410380828,0.5444746461548244,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1,0.4463504035345031,3.0,2,3,3,2.7711611747800338,-0.8772324258614291,3,4,3,-1.0438948279570788,-1.5565406489861766,-1.2743798619760016,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,-0.3201625558062908,2.8,2,3,3,-0.41113159223073126,1.3093409798465847,4,3,3,-0.6863493973881133,0.16384638410380828,-0.4160440266783085,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,0.008342998196906572,2.2,2,3,2,-0.7396235878105298,1.5826626555600865,4,1,3,-1.1034857330519063,1.8842334171937933,-0.1299320815790774,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,0.9938596602064987,2.8,1,3,4,-0.15530729554374717,1.5826626555600865,4,3,3,-1.8185765941898384,-0.6963471324411842,-1.213070159454738,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,-0.2106607044718917,3.8,4,4,4,-0.8996200125657616,1.036019304133083,3,4,3,0.5054687045084398,-0.6963471324411842,0.4218552411122968,1,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1,1.2128633628752972,2.6,1,2,3,-0.23838644837149697,-0.6039107501479274,3,4,3,0.5650596096032675,1.8842334171937933,2.199836614228947,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1,-0.9771736638126857,2.8,3,3,3,-0.6505950327342455,-0.6039107501479274,3,3,2,1.2205595656463715,0.16384638410380828,0.7488403212257038,0,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.7748559575377005,2.2,2,3,1,-0.22287550679496057,1.5826626555600865,4,3,2,0.9821959452670607,-0.6963471324411842,-0.3751708916641326,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,-0.2106607044718917,2.4,3,2,1,0.7184049203838929,-0.6039107501479274,3,3,3,-0.8055312075777686,-0.6963471324411842,0.8918962937753193,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,-1.1961773664814839,2.8,3,2,4,-0.4984603180931486,1.036019304133083,3,3,2,1.1609686605515437,0.16384638410380828,0.8714597262682313,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,-0.42966440714069,2.8,1,3,4,1.477803621678977,-0.8772324258614291,3,3,3,1.2205595656463715,-0.6963471324411842,0.09487016099888987,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,-0.2106607044718917,2.4,2,3,1,0.5452348192211919,1.855984331273588,4,4,2,0.9821959452670607,1.8842334171937933,1.28019107640999,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,-0.2106607044718917,2.6,3,3,1,-0.5288447652910213,-0.057267398720923963,3,3,3,1.5185140911205093,-0.6963471324411842,-0.027749244043637728,0,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,-0.6486681098094882,3.4,4,3,4,-0.12492284834587446,1.855984331273588,4,4,2,-0.745940302482941,-1.5565406489861766,-0.43648059418539636,1,0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.008342998196906572,2.6,1,2,3,-0.10834951351067117,0.7626976284195812,3,3,4,-0.3883948719139748,-1.5565406489861766,-1.172197024440562,0,0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
0,-0.5391662584750891,2.6,1,3,4,-0.0724406213677307,1.855984331273588,4,2,3,-1.2822584483363895,-0.6963471324411842,0.9123328612824072,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,0.11784484953130571,3.6,4,3,4,-0.8705104372782891,-1.1505541015749308,3,4,3,0.8034232299825776,-0.6963471324411842,1.6684858590446607,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
0,1.4318670655440953,2.6,2,2,3,2.6001158601346663,-0.8772324258614291,3,4,2,-0.9843039228622511,0.16384638410380828,0.09487016099888987,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,2.4173837275536876,2.2,1,3,1,0.24096538993899816,-1.1505541015749308,3,4,2,0.74383232488775,1.0240399006488008,0.6262209161831761,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,-0.10115885313749257,2.8,3,3,3,0.7634503945513685,-0.6039107501479274,3,2,3,-0.15003125153466473,0.16384638410380828,-0.5386634317208361,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,1.979376322216091,3.2,4,3,3,1.7536009116288984,-0.3305890744344257,3,3,3,-1.0438948279570788,0.16384638410380828,-0.9065216468484188,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0,-0.10115885313749257,2.4,2,2,2,-0.0008353157335831605,-0.6039107501479274,3,3,3,-0.20962215662949177,-0.6963471324411842,-0.6612828367633636,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,0.8843578088720997,2.4,2,3,1,0.6844083361065528,0.4893759527060795,3,3,3,-0.6863493973881133,-0.6963471324411842,-0.3138611891428688,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-0.2106607044718917,2.4,2,3,1,-0.9155559114457648,-0.6039107501479274,3,4,2,-0.09044034643983705,1.0240399006488008,0.8510231587611434,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,-0.10115885313749257,2.4,4,2,3,-0.6618564012761143,0.4893759527060795,3,1,2,-0.9843039228622511,-1.5565406489861766,-1.0087044843838586,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,2.4173837275536876,2.4,1,2,3,-0.21883841241202642,-1.1505541015749308,3,4,2,-0.6267584922932856,1.0240399006488008,0.6875306187044399,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,-0.8676718124782865,3.0,3,3,2,-0.8074042777134766,2.1293060069870897,4,4,3,-1.1630766381467341,0.16384638410380828,1.1780082388745503,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,-0.6486681098094882,2.6,3,3,2,-0.8503249653636185,0.4893759527060795,3,2,3,-0.32880396681914714,0.16384638410380828,0.8101500237469675,1,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,-0.5391662584750891,2.4,2,3,2,-0.06011685956719493,0.4893759527060795,3,2,3,-1.0438948279570788,-0.6963471324411842,1.0962619688461985,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-0.10115885313749257,3.0,2,4,4,-0.7362239293827958,-0.8772324258614291,3,2,3,-1.1034857330519063,0.16384638410380828,-0.39560745917122053,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,-0.6486681098094882,3.4,3,3,4,-0.44172851808033736,2.1293060069870897,4,4,3,-0.3883948719139748,0.16384638410380828,-1.0087044843838586,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,-0.2106607044718917,2.2,3,2,1,-0.4655261270744754,-0.3305890744344257,3,2,3,1.3397413758360261,0.16384638410380828,0.8714597262682313,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,0.8843578088720997,2.8,4,3,1,1.432545668859768,-0.3305890744344257,3,2,4,0.38628689431878444,-0.6963471324411842,1.4641201839737814,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0,0.008342998196906572,2.4,1,3,3,1.5215742239360524,-0.6039107501479274,3,1,4,1.1609686605515437,0.16384638410380828,-1.0291410518909465,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,0.9938596602064987,2.8,2,3,2,-0.31487876299551215,1.855984331273588,4,4,3,1.5185140911205093,-0.6963471324411842,0.013123890970538137,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.7581699611438873,3.0,4,2,4,-0.29256850456350775,-0.8772324258614291,3,3,2,1.6376959013101646,1.0240399006488008,-1.1108873219192983,0,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,-0.2106607044718917,2.2,2,2,3,-0.77425760804307,0.7626976284195812,3,1,3,1.5781049962153368,-0.6963471324411842,0.8305865912540554,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1.979376322216091,3.0,1,3,4,0.7938348417492412,-0.3305890744344257,3,4,3,0.14792327393947372,0.16384638410380828,0.3196724035768571,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,0.11784484953130571,2.8,2,1,4,-0.2494353382616325,-0.8772324258614291,3,4,3,0.5650596096032675,-0.6963471324411842,0.5853477811690002,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,-0.3201625558062908,2.4,1,3,2,-0.4627639046019415,-0.057267398720923963,3,3,3,1.6376959013101646,-0.6963471324411842,-0.579536566735012,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,2.08887817355049,2.4,4,1,4,0.16086093823551562,-1.1505541015749308,3,1,2,-0.3883948719139748,0.16384638410380828,0.8305865912540554,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
0,-1.5246829204846812,2.6,3,3,1,-0.8883586440238926,-0.6039107501479274,3,3,3,0.6842414197929222,0.16384638410380828,0.09487016099888987,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1.5413689168784945,3.2,4,3,4,-0.9408408710020364,2.1293060069870897,4,2,3,0.38628689431878444,-1.5565406489861766,0.15617986352015367,1,0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,-0.7581699611438873,2.6,3,2,4,-0.4995227113518155,1.036019304133083,3,1,3,-0.32880396681914714,-0.6963471324411842,-1.764857482146112,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,0.9938596602064987,3.2,3,2,4,0.6620980776745484,0.21605427699257776,3,4,3,-0.9247130177674233,-1.5565406489861766,-1.2335067269618258,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
0,0.33684855220010396,2.6,3,2,2,1.487365161006979,1.855984331273588,4,4,2,-1.4610311636208726,0.16384638410380828,-1.9079134546957275,0,0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1.5413689168784945,3.0,3,3,4,-0.22563772926749445,1.855984331273588,4,4,1,-0.15003125153466473,-0.6963471324411842,0.2992358360697692,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,-0.7581699611438873,2.2,3,2,2,-0.2749327764696376,-0.8772324258614291,3,2,2,-0.567167587198458,0.16384638410380828,0.7897134562398795,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0.9938596602064987,2.2,3,2,1,0.8860505766015262,-0.6039107501479274,3,3,2,-0.8651221126725963,1.0240399006488008,0.973642563803671,1,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,-0.5391662584750891,2.4,2,3,3,-0.3172160281645793,0.21605427699257776,3,1,3,-0.4479857770088025,0.16384638410380828,1.4232470489596056,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,1.869874470881692,1.8,1,3,3,1.4971391789867141,-0.8772324258614291,3,1,1,-0.32880396681914714,1.0240399006488008,-1.8670403196815517,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0,-1.4151810691502822,2.0,1,3,3,-0.3195532933336464,1.5826626555600865,4,1,2,-1.1034857330519063,1.0240399006488008,0.013123890970538137,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,-0.9771736638126857,2.8,2,3,3,-0.48486168438221255,-0.057267398720923963,3,2,4,-1.5802129738105275,1.8842334171937933,0.8510231587611434,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,2.3078818762192883,3.0,4,3,3,1.5657697834965945,-0.6039107501479274,3,3,2,-0.3883948719139748,1.0240399006488008,0.46272837612647266,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0.7748559575377005,2.8,2,3,2,-0.9478526665092378,-0.8772324258614291,3,3,4,-0.745940302482941,1.0240399006488008,0.5444746461548244,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.008342998196906572,2.8,3,3,1,-0.9412658283055032,1.855984331273588,4,4,3,-1.0438948279570788,-1.5565406489861766,-1.1108873219192983,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-0.5391662584750891,3.0,4,3,1,-0.7536471788249326,-0.6039107501479274,3,4,3,-0.567167587198458,-0.6963471324411842,-1.9896597247240793,0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
